,candidateID,Office,District type,District name,GeoID,Party,First Name,Last Name,Incumbent (Y/N),Issue Stance,edited issue stance for site,Source URL,Issue Tag 1,state
607,JohnCurtis-rep109.IL.2016,Illinois House of Representatives,State House,109,state-house-of-representatives-district-109,Republican,John,Curtis,N,,,,,IL
608,AnnWilliams.IL.2016,Illinois House of Representatives,State House,11,state-house-of-representatives-district-11,Democrat,Ann,Williams,Y,Ann believes that our policies must emphasize job growth and increased opportunities for economic development.,Believes that our policies must emphasize job growth and increased opportunities for economic development,http://repannwilliams.com/legislation.htm,Economy,IL
609,AnnWilliams.IL.2016,Illinois House of Representatives,State House,11,state-house-of-representatives-district-11,Democrat,Ann,Williams,Y,believes too many schools are forced into overcrowded classrooms and reliant on outside fundraising for essential needs.,Believes too many schools are forced into overcrowded classrooms and reliant on outside fundraising for essential needs,http://repannwilliams.com/legislation.htm,Education,IL
610,AnnWilliams.IL.2016,Illinois House of Representatives,State House,11,state-house-of-representatives-district-11,Democrat,Ann,Williams,Y,much money as possible must go directly into the classrooms and administrative and bureaucratic costs must be reevaluated and cuts made,Believes as much money as possible must go directly into the classrooms and administrative and bureaucratic costs must be reevaluated and cuts made,http://repannwilliams.com/legislation.htm,Education,IL
611,AnnWilliams.IL.2016,Illinois House of Representatives,State House,11,state-house-of-representatives-district-11,Democrat,Ann,Williams,Y,"Opting-out of testing should be an option for parents who choose to do so, and it should not come at a price to the child's education.",Believes opting out of testing should be an option for parents,http://repannwilliams.com/legislation.htm,Education,IL
612,AnnWilliams.IL.2016,Illinois House of Representatives,State House,11,state-house-of-representatives-district-11,Democrat,Ann,Williams,Y,"Severe cuts to mental health, disability services, early intervention, and other health and human services will only harm our most vulnerable citizens.",Believes cuts to disability services will harm our most vulnerable citizens,http://repannwilliams.com/legislation.htm,People with Disabilities,IL
613,GaryMandell.IL.2016,Illinois House of Representatives,State House,11,state-house-of-representatives-district-11,Republican,Gary,Mandell,N,I would make sure that a balanced budget is truly balanced,Supports making sure that a balanced budget is truly balanced,http://www.mandellforstaterep.com/issues.htm,Taxes / Budget,IL
614,GaryMandell.IL.2016,Illinois House of Representatives,State House,11,state-house-of-representatives-district-11,Republican,Gary,Mandell,N,I am in favor in putting the question to the voters.,Supports putting the question of elected school boards to the voters,http://abc7chicago.com/uncategorized/gary-mandell-candidate-for-illinois-state-representative-district-11/1199866/,Education,IL
615,GaryMandell.IL.2016,Illinois House of Representatives,State House,11,state-house-of-representatives-district-11,Republican,Gary,Mandell,N,"we must change the form of retirement benefits earned in the future to Defined Contribution Plans such as 401k/403b, where employees are responsible for significant contributions to their own retirements, and managing their own retirement funds.","Supports changing the form of retirement benefits earned in the future to Defined Contribution Plans such as 401k/403b, where employees are responsible for significant contributions to their own retirements, and managing their own retirement funds",http://www.mandellforstaterep.com/issues.htm,Pensions,IL
616,GaryMandell.IL.2016,Illinois House of Representatives,State House,11,state-house-of-representatives-district-11,Republican,Gary,Mandell,N,"increasing revenues and therefore long term stability through a favorable business climate, not through higher taxes","Supports increasing revenues and therefore long term stability through a favorable business climate, not through higher taxes",http://www.mandellforstaterep.com/issues.htm,Taxes / Budget,IL
617,JonathanKaye.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Jonathan,Kaye,N,Supports altering the funding formula for school funding,Supports altering the funding formula for school funding,https://www.facebook.com/JonathanKaye110/photos/ms.c.eJyzsDC2MLIwNzU1MDM1NrXUswDxLQ0swXwjUwBnWgZq.bps.a.883828741732027.1073741832.877588145689420/883829095065325/?type=3&theater,Education,IL
618,JonathanKaye.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Jonathan,Kaye,N,"The children first, then the teachers, remove all unfunded mandates, eliminate licensure requirements and separate from the Pierson company.","Believes that the children first, then the teachers, remove all unfunded mandates, eliminate licensure requirements and separate from the Pierson company",http://elections.chicagotribune.com/candidates/jonathan-kaye/,Education,IL
619,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,"Generally, I think state funding should be given to districts with the most financial needs.",Believes state funding should be given to districts with the most financial needs,http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Economy,IL
620,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,Giving retirees more choices will help them better plan their retirement and every time a retiree chooses an option that lowers the state's long-term pension liabilities â€“ the more money the state will save. I think the concept of exchanging benefits is definitely one worth exploring.,Believes giving retirees more choices will help them better plan their retirement,http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Economy,IL
621,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,Giving retirees more choices will help them better plan their retirement and every time a retiree chooses an option that lowers the state's long-term pension liabilities â€“ the more money the state will save. I think the concept of exchanging benefits is definitely one worth exploring.,Believes that every time a retiree chooses an option that lowers the state's long-term pension liabilities - the more money the state will save,http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Economy,IL
622,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,Implementing business reforms and bringing new businesses to Illinois is one way to help impoverished parts of the state better provide more resources to their local schools.,Believes implementing business reforms and bringing new businesses to Illinois is one way to help impoverished parts of the state better provide more resources to their local schools,http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Economy,IL
623,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,The long-term solution to the state's financial woes is more jobs. We need more jobs to get Illinois back on track and the path to economic growth has to include better policies coming from Springfield.,Believes the long-term solution to the state's financial woes is more jobs,http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Economy,IL
624,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,"We also have to find a real, workable solution to bring down the State's pension liability.","Supports finding a real, workable solution to bring down the State's pension liability",http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Economy,IL
625,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,"For starters, we need to look at all of the state mandates the Legislature has placed on local schools and simplify them.",Believes that all of the state mandates the Legislature has placed on local schools should be examined and simplified,http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Education,IL
626,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,I support more local control of schools. We need less Washington and less Springfield in our schools.,Supports more local control of schools,http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Education,IL
627,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,I think giving parents more options to choose from when it comes to the education of their children is a good thing.,Believes giving parents more options to choose from when it comes to the education of their children is a good thing.,http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Education,IL
628,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,I think the state should pay a pension based on the average salary of a school teacher or principal.,Believes the state should pay a pension based on the average salary of a school teacher or principal,http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Education,IL
629,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,We should not favor one region or one city but rather try to make school funding as fair as we possibly can.,Supports equal funding for schools,http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Education,IL
630,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,We need to aggressively look at ways to reduce Medicaid costs and make sure the people who truly need these benefits are the ones actually receiving them.,Supports looking for ways to reduce Medicaid costs and make sure the people who truly need these benefits are the ones actually receiving them,http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Healthcare,IL
631,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,Any pension solution cannot diminish benefits but I believe there is some wiggle room for the state to offer retirees different choices and trade old benefits for new benefits.,Believes there is some wiggle room for the state to offer retirees different choices and trade old benefits for new benefits,http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Pensions,IL
632,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,Any pension solution cannot diminish benefits but I believe there is some wiggle room for the state to offer retirees different choices and trade old benefits for new benefits.,Believes any pension solution cannot diminish benefits,http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Pensions,IL
633,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,I also think we need to look at ways to elevate areas of the state with high poverty rates.,Believes there is a need to elevate areas of the state with high poverty taxes,http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Taxes / Budget,IL
634,ReginaldPhillips.IL.2016,Illinois House of Representatives,State House,110,state-house-of-representatives-district-110,Republican,Reginald,Phillips,Y,We need to get the Illinois economy moving again and raising taxes without implementing any business reforms is not the way to jumpstart our economy.,Opposes raising taxes without implementing business reforms,http://elections.chicagotribune.com/candidates/reginald-reggie-phillips/,Taxes / Budget,IL
635,DanielBeiser.IL.2016,Illinois House of Representatives,State House,111,state-house-of-representatives-district-111,Democrat,Daniel,Beiser,Y,,,,,IL
636,DwightKay.IL.2016,Illinois House of Representatives,State House,112,state-house-of-representatives-district-112,Republican,Dwight,Kay,Y,Dwight Kay is endorsed by the largest teacher organization in Illinois because he supports fully funding education to make sure Metro East schools get the funding they deserve.,Supports fully funding education,http://www.dwightkay.com/issues,Education,IL
637,DwightKay.IL.2016,Illinois House of Representatives,State House,112,state-house-of-representatives-district-112,Republican,Dwight,Kay,Y,"Dwight Kay opposes and all tax increases, which includes opposing any retirement tax.",Opposes any retirement tax,http://www.dwightkay.com/issues,Pensions,IL
638,DwightKay.IL.2016,Illinois House of Representatives,State House,112,state-house-of-representatives-district-112,Republican,Dwight,Kay,Y,"Dwight Kay opposes and all tax increases, which includes opposing any retirement tax.",Opposes any and all tax increases,http://www.dwightkay.com/issues,Taxes / Budget,IL
639,KatieStuart.IL.2016,Illinois House of Representatives,State House,112,state-house-of-representatives-district-112,Democrat,Katie,Stuart,N,She said she plans to support a law making the funding for Chicago school proportionate to the spending for districts in the local area.,Supports a law making the funding for Chicago school proportionate to the spending for districts in the local area,http://thetelegraph.com/news/77944/stuart-seeks-democratic-run-for-state-rep,Education,IL
640,KatieStuart.IL.2016,Illinois House of Representatives,State House,112,state-house-of-representatives-district-112,Democrat,Katie,Stuart,N,She also supports relocating the National Geospatial-Intelligence Agency to Scott Air Force Base in St. Clair County.,Supports relocating the National Geospatial-Intelligence Agency to Scott Air Force Base in St. Clair County,http://madisonrecord.com/stories/510663634-siue-professor-running-for-house-seat-in-112th-district,Military,IL
641,KatieStuart.IL.2016,Illinois House of Representatives,State House,112,state-house-of-representatives-district-112,Democrat,Katie,Stuart,N,Stuart has called for laws to eliminate corporate loopholes and force companies that leave the state of Illinois to pay back their tax breaks.,Supports eliminating corporate loopholes and force companies that leave the state of Illinois to pay back their tax breaks,http://madisonrecord.com/stories/510663634-siue-professor-running-for-house-seat-in-112th-district,Taxes / Budget,IL
642,JayHoffman.IL.2016,Illinois House of Representatives,State House,113,state-house-of-representatives-district-113,Democrat,Jay,Hoffman,Y,,,,,IL
643,KatherineRuocco.IL.2016,Illinois House of Representatives,State House,113,state-house-of-representatives-district-113,Republican,Katherine,Ruocco,N,,,,,IL
644,BobRomanick.IL.2016,Illinois House of Representatives,State House,114,state-house-of-representatives-district-114,Republican,Bob,Romanick,N,,,,,IL
645,LaToyaGreenwood.IL.2016,Illinois House of Representatives,State House,114,state-house-of-representatives-district-114,Democrat,LaToya,Greenwood,N,,,,,IL
646,MarshaGriffin.IL.2016,Illinois House of Representatives,State House,115,state-house-of-representatives-district-115,Democrat,Marsha,Griffin,N,,,,,IL
647,TerriBryant.IL.2016,Illinois House of Representatives,State House,115,state-house-of-representatives-district-115,Republican,Terri,Bryant,Y,,,,,IL
648,JerryCostelloII.IL.2016,Illinois House of Representatives,State House,116,state-house-of-representatives-district-116,Democrat,Jerry,Costello II,Y,,,,,IL
649,DavidSeverin.IL.2016,Illinois House of Representatives,State House,117,state-house-of-representatives-district-117,Republican,David,Severin,N,,,,,IL
650,JohnBradley.IL.2016,Illinois House of Representatives,State House,117,state-house-of-representatives-district-117,Democrat,John,Bradley,Y,,,,,IL
651,BrandonPhelps.IL.2016,Illinois House of Representatives,State House,118,state-house-of-representatives-district-118,Democrat,Brandon,Phelps,Y,,,,,IL
652,JasonKasiar.IL.2016,Illinois House of Representatives,State House,118,state-house-of-representatives-district-118,Republican,Jason ,Kasiar,N,,,,,IL
653,GeneWitt.IL.2016,Illinois House of Representatives,State House,12,state-house-of-representatives-district-12,Republican,Gene,Witt,N,,,,,IL
654,SaraFeigenholtz.IL.2016,Illinois House of Representatives,State House,12,state-house-of-representatives-district-12,Democrat,Sara,Feigenholtz,Y,"Sara believes strongly in a woman's right to choose, and fights vigorously in Springfield to protect that right","Believes strongly in a woman's right to choose, and fights vigorously in Springfield to protect that right",http://www.staterepsara.com/issues/women/,Abortion / Contraception,IL
655,SaraFeigenholtz.IL.2016,Illinois House of Representatives,State House,12,state-house-of-representatives-district-12,Democrat,Sara,Feigenholtz,Y,concealed carry round table Photo: Rep. Feigenholtz and other legislators share concerns with small business owners about Illinois' concealed carry law. Sara has long been a supporter of measures that would toughen our gun control laws and make our streets safer.,Supports measures that would toughen our gun control laws and make our streets safer,http://www.staterepsara.com/issues/public-safety/,Guns,IL
656,GregHarris.IL.2016,Illinois House of Representatives,State House,13,state-house-of-representatives-district-13,Democrat,Greg,Harris,Y,"Harris's legislative priorities include strengthening public safety, advocating for homeless youth and persons with disabilities, protecting the rights of the LGBT community, heightening awareness of HIV issues, fighting for more affordable housing, accessible health and mental health and substance abuse care for local residents, and boosting economic development in Chicago.",Supports additional affordable housing,http://www.housedem.state.il.us/members/harrisg/,Affordable Housing,IL
657,GregHarris.IL.2016,Illinois House of Representatives,State House,13,state-house-of-representatives-district-13,Democrat,Greg,Harris,Y,"Harris's legislative priorities include strengthening public safety, advocating for homeless youth and persons with disabilities, protecting the rights of the LGBT community, heightening awareness of HIV issues, fighting for more affordable housing, accessible health and mental health and substance abuse care for local residents, and boosting economic development in Chicago.",Supports advocating for homeless youth and person with disabilities,http://www.housedem.state.il.us/members/harrisg/,Homelessness,IL
658,GregHarris.IL.2016,Illinois House of Representatives,State House,13,state-house-of-representatives-district-13,Democrat,Greg,Harris,Y,"Harris's legislative priorities include strengthening public safety, advocating for homeless youth and persons with disabilities, protecting the rights of the LGBT community, heightening awareness of HIV issues, fighting for more affordable housing, accessible health and mental health and substance abuse care for local residents, and boosting economic development in Chicago.",Supports protecting the rights of the LGBT community,http://www.housedem.state.il.us/members/harrisg/,Marriage / LGBTQ,IL
659,GregHarris.IL.2016,Illinois House of Representatives,State House,13,state-house-of-representatives-district-13,Democrat,Greg,Harris,Y,"Harris's legislative priorities include strengthening public safety, advocating for homeless youth and persons with disabilities, protecting the rights of the LGBT community, heightening awareness of HIV issues, fighting for more affordable housing, accessible health and mental health and substance abuse care for local residents, and boosting economic development in Chicago.","Supports accessible health, mental health, and substance abuse care for residents",http://www.housedem.state.il.us/members/harrisg/,Healthcare,IL
660,GregHarris.IL.2016,Illinois House of Representatives,State House,13,state-house-of-representatives-district-13,Democrat,Greg,Harris,Y,"Harris's legislative priorities include strengthening public safety, advocating for homeless youth and persons with disabilities, protecting the rights of the LGBT community, heightening awareness of HIV issues, fighting for more affordable housing, accessible health and mental health and substance abuse care for local residents, and boosting economic development in Chicago.",Supports a heightened awareness of issues dealing with HIV,http://www.housedem.state.il.us/members/harrisg/,Healthcare,IL
661,KellyCassidy.IL.2016,Illinois House of Representatives,State House,14,state-house-of-representatives-district-14,Democrat,Kelly,Cassidy,Y,"introduced legislation last week that would increase ""timely and comprehensive"" access to GED education for Illinois Department of Corrections (IDOC) inmates","Introduced legislation that would increase ""timely and comprehensive"" access to GED education for Illinois Department of Corrections inmates",http://progressillinois.com/posts/content/2016/02/19/pi-week-review,Public Safety / Criminal Justice,IL
662,JacCharlier.IL.2016,Illinois House of Representatives,State House,15,state-house-of-representatives-district-15,Democrat,Jac,Charlier,N,I am pro-choice. I support funding Planned Parenthood.,"Pro-choice, and supports funding Planned Parenthood",http://www.citizensforjac.org/press/more-damico-false-attacks,Abortion / Contraception,IL
663,JacCharlier.IL.2016,Illinois House of Representatives,State House,15,state-house-of-representatives-district-15,Democrat,Jac,Charlier,N,"Finally, I will establish a monthly District Civic Leaders Council to stay close to the voters, inform my thinking on policy and grow our democracy for future generations.",Supports establishing a monthly District Civic Leaders Council,http://elections.chicagotribune.com/candidates/jac-charlier/,Transparency / Participation,IL
664,JacCharlier.IL.2016,Illinois House of Representatives,State House,15,state-house-of-representatives-district-15,Democrat,Jac,Charlier,N,"However, I want to minimize the effect of any revenue increases on ordinary families and workers so they pay the least amount of taxes possible for the right amount of government.",Supports minimizing the effect of any revenue increases on ordinary families and workers,http://elections.chicagotribune.com/candidates/jac-charlier/,Economy,IL
665,JacCharlier.IL.2016,Illinois House of Representatives,State House,15,state-house-of-representatives-district-15,Democrat,Jac,Charlier,N,"I believe that we need a real capital budget in Illinois that funds only capital improvements, many focused on our local, neighborhood downtowns.","Believes in a real capital budget in Illinois that funds only capital improvements, many focused on our local, neighborhood downtowns.",http://www.suntimescandidates.com/charlier--jac.html,Economy,IL
666,JacCharlier.IL.2016,Illinois House of Representatives,State House,15,state-house-of-representatives-district-15,Democrat,Jac,Charlier,N,I do not support going back and changing any conditions of previously earned and promised future pensions.,Opposes going back to change conditions of previously earned and promised future pensions,http://elections.chicagotribune.com/candidates/jac-charlier/,Economy,IL
667,JacCharlier.IL.2016,Illinois House of Representatives,State House,15,state-house-of-representatives-district-15,Democrat,Jac,Charlier,N,"I fully (100%) support existing worker pensions at the state, county and city level.","Supports existing worker pensions at the state, county, and city level",http://elections.chicagotribune.com/candidates/jac-charlier/,Economy,IL
668,JacCharlier.IL.2016,Illinois House of Representatives,State House,15,state-house-of-representatives-district-15,Democrat,Jac,Charlier,N,"I would first stabilize the fiscal bleeding by reamoritizing the debt. Second, I would modernize our revenues to better match today's service sector economy.",Supports modernizing our revenues and reamoritizing the debt,http://elections.chicagotribune.com/candidates/jac-charlier/,Economy,IL
669,JacCharlier.IL.2016,Illinois House of Representatives,State House,15,state-house-of-representatives-district-15,Democrat,Jac,Charlier,N,Restoring Illinois' fiscal health is my number one priority.,Supports restoring Illinois' fiscal health,http://elections.chicagotribune.com/candidates/jac-charlier/,Economy,IL
670,JacCharlier.IL.2016,Illinois House of Representatives,State House,15,state-house-of-representatives-district-15,Democrat,Jac,Charlier,N,"Third, I want to encourage the development of local and neighborhood downtowns as the most cost effective economic development tool in our arsenal.",Supports the development of local and neighborhood downtowns as the most cost effective economic development tool.,http://elections.chicagotribune.com/candidates/jac-charlier/,Economy,IL
671,JacCharlier.IL.2016,Illinois House of Representatives,State House,15,state-house-of-representatives-district-15,Democrat,Jac,Charlier,N,"As a result, I support a single, statewide school funding mechanism that provides for every student and teacher (pay and pension) alike.","Supports a single, statewide school funding mechanism that provides for every student and teacher (pay and pension) alike",http://elections.chicagotribune.com/candidates/jac-charlier/,Education,IL
672,JacCharlier.IL.2016,Illinois House of Representatives,State House,15,state-house-of-representatives-district-15,Democrat,Jac,Charlier,N,Encourage best practices in the classroom based on evidence-based and promising practices (from research and science not from ever changing political philosophies) from around the country and the world.,Supports encouraging the best practices in the classroom based on evidence-based and promising practices from research and science from around the country and world,http://elections.chicagotribune.com/candidates/jac-charlier/,Education,IL
673,JacCharlier.IL.2016,Illinois House of Representatives,State House,15,state-house-of-representatives-district-15,Democrat,Jac,Charlier,N,"I do support innovation in the public schools as a way to ensure our educational methods are always the most current and most effective, again with a focus on educational outcomes.","Supports innovation in the public schools as a way to ensure our educational methods are always the most current and most effective, again with a focus on educational outcomes",http://elections.chicagotribune.com/candidates/jac-charlier/,Education,IL
674,JacCharlier.IL.2016,Illinois House of Representatives,State House,15,state-house-of-representatives-district-15,Democrat,Jac,Charlier,N,Our local public schools should be the center of our communities.,Believes local public schools should be the center of our communities,http://elections.chicagotribune.com/candidates/jac-charlier/,Education,IL
